movieId,tagId,relevance
1,1,0.029000000000000026
1,2,0.023749999999999993
1,3,0.05425000000000002
2,1,0.036250000000000004
2,2,0.036250000000000004
2,3,0.08274999999999999
3,1,0.04149999999999998
3,2,0.04949999999999999
3,3,0.030000000000000027
4,1,0.033499999999999974
4,2,0.036750000000000005
4,3,0.04275000000000001
5,1,0.04049999999999998
5,2,0.05175000000000002
5,3,0.035999999999999976
6,1,0.029249999999999998
6,2,0.025749999999999995
6,3,0.027000000000000024
7,1,0.047750000000000015
7,2,0.05075000000000002
7,3,0.134
8,1,0.03125
8,2,0.03749999999999998
8,3,0.08050000000000002
9,1,0.03225
9,2,0.035499999999999976
9,3,0.02150000000000002
10,1,0.9995
10,2,1.0
10,3,0.030500000000000027
11,1,0.034999999999999976
11,2,0.03925000000000001
11,3,0.21675
12,1,0.035750000000000004
12,2,0.03275
12,3,0.036250000000000004
13,1,0.02400000000000002
13,2,0.025500000000000023
13,3,0.045499999999999985
14,1,0.023749999999999993
14,2,0.023749999999999993
14,3,0.044999999999999984
15,1,0.04325000000000001
15,2,0.05025000000000002
15,3,0.32325000000000004
16,1,0.03249999999999997
16,2,0.028249999999999997
16,3,0.02250000000000002
17,1,0.027500000000000024
17,2,0.029500000000000026
17,3,0.9804999999999999
18,1,0.03175
18,2,0.030000000000000027
18,3,0.029000000000000026
19,1,0.036750000000000005
19,2,0.038250000000000006
19,3,0.025749999999999995
20,1,0.04325000000000001
20,2,0.04799999999999999
20,3,0.020000000000000018
21,1,0.030000000000000027
21,2,0.03125
21,3,0.034999999999999976
22,1,0.028749999999999998
22,2,0.03249999999999997
22,3,0.03199999999999997
23,1,0.129
23,2,0.1305
23,3,0.02400000000000002
24,1,0.027749999999999997
24,2,0.028249999999999997
24,3,0.025749999999999995
25,1,0.023249999999999993
25,2,0.020000000000000018
25,3,0.03425
26,1,0.029500000000000026
26,2,0.035750000000000004
26,3,0.24225000000000002
27,1,0.026749999999999996
27,2,0.02975
27,3,0.031000000000000028
28,1,0.03149999999999997
28,2,0.034499999999999975
28,3,0.9617500000000001
29,1,0.02350000000000002
29,2,0.023749999999999993
29,3,0.19774999999999998
30,1,0.027500000000000024
30,2,0.03199999999999997
30,3,0.1865
31,1,0.03649999999999998
31,2,0.04249999999999998
31,3,0.025500000000000023
32,1,0.02350000000000002
32,2,0.02250000000000002
32,3,0.08850000000000002
33,1,0.037750000000000006
33,2,0.04099999999999998
33,3,0.05149999999999999
34,1,0.024500000000000022
34,2,0.026000000000000023
34,3,0.10949999999999999
35,1,0.047750000000000015
35,2,0.05375000000000002
35,3,0.126
36,1,0.02250000000000002
36,2,0.02250000000000002
36,3,0.035499999999999976
37,1,0.02250000000000002
37,2,0.026500000000000024
37,3,0.12924999999999998
38,1,0.02975
38,2,0.036250000000000004
38,3,0.03225
39,1,0.028500000000000025
39,2,0.028500000000000025
39,3,0.07524999999999998
40,1,0.024749999999999994
40,2,0.028000000000000025
40,3,0.11199999999999999
41,1,0.025749999999999995
41,2,0.030000000000000027
41,3,0.73475
42,1,0.03649999999999998
42,2,0.04075000000000001
42,3,0.03149999999999997
43,1,0.05225000000000002
43,2,0.06324999999999997
43,3,0.937
44,1,0.044499999999999984
44,2,0.04425000000000001
44,3,0.035999999999999976
45,1,0.02024999999999999
45,2,0.020500000000000018
45,3,0.049750000000000016
46,1,0.044499999999999984
46,2,0.05149999999999999
46,3,0.04899999999999999
47,1,0.02024999999999999
47,2,0.01824999999999999
47,3,0.026500000000000024
48,1,0.03249999999999997
48,2,0.030500000000000027
48,3,0.06974999999999998
49,1,0.024749999999999994
49,2,0.027249999999999996
49,3,0.03475
50,1,0.022749999999999992
50,2,0.01974999999999999
50,3,0.04575000000000001
53,1,0.03125
53,2,0.033999999999999975
53,3,0.05075000000000002
54,1,0.03199999999999997
54,2,0.038250000000000006
54,3,0.034499999999999975
55,1,0.029500000000000026
55,2,0.034999999999999976
55,3,0.030000000000000027
56,1,0.034499999999999975
56,2,0.030500000000000027
56,3,0.060750000000000026
57,1,0.028249999999999997
57,2,0.03249999999999997
57,3,0.035250000000000004
58,1,0.02150000000000002
58,2,0.023249999999999993
58,3,0.1945
59,1,0.02300000000000002
59,2,0.023749999999999993
59,3,0.06225000000000003
60,1,0.028500000000000025
60,2,0.031000000000000028
60,3,0.59225
61,1,0.028000000000000025
61,2,0.030500000000000027
61,3,0.025749999999999995
62,1,0.03425
62,2,0.03699999999999998
62,3,0.05375000000000002
63,1,0.03925000000000001
63,2,0.03949999999999998
63,3,0.028000000000000025
64,1,0.029249999999999998
64,2,0.035999999999999976
64,3,0.03749999999999998
65,1,0.05175000000000002
65,2,0.05449999999999999
65,3,0.023249999999999993
66,1,0.044499999999999984
66,2,0.04849999999999999
66,3,0.026749999999999996
67,1,0.055999999999999994
67,2,0.07074999999999998
67,3,0.026500000000000024
68,1,0.037750000000000006
68,2,0.04525000000000001
68,3,0.048250000000000015
69,1,0.03249999999999997
69,2,0.036750000000000005
69,3,0.028500000000000025
70,1,0.03125
70,2,0.027749999999999997
70,3,0.028000000000000025
71,1,0.04625000000000001
71,2,0.05175000000000002
71,3,0.023249999999999993
72,1,0.020000000000000018
72,2,0.02150000000000002
72,3,0.027749999999999997
73,1,0.025500000000000023
73,2,0.028500000000000025
73,3,0.25349999999999995
74,1,0.037250000000000005
74,2,0.04325000000000001
74,3,0.045999999999999985
75,1,0.035999999999999976
75,2,0.04225000000000001
75,3,0.027749999999999997
76,1,0.03425
76,2,0.034999999999999976
76,3,0.029249999999999998
77,1,0.04225000000000001
77,2,0.04749999999999999
77,3,0.04349999999999998
78,1,0.02074999999999999
78,2,0.022249999999999992
78,3,0.02975
79,1,0.028749999999999998
79,2,0.03475
79,3,0.019000000000000017
80,1,0.023249999999999993
80,2,0.028749999999999998
80,3,0.05425000000000002
81,1,0.03999999999999998
81,2,0.04275000000000001
81,3,0.024249999999999994
82,1,0.026500000000000024
82,2,0.03199999999999997
82,3,0.04299999999999998
83,1,0.03999999999999998
83,2,0.047250000000000014
83,3,0.06624999999999998
84,1,0.03949999999999998
84,2,0.04025000000000001
84,3,0.10149999999999998
85,1,0.027500000000000024
85,2,0.03025
85,3,0.78075
86,1,0.04175000000000001
86,2,0.045499999999999985
86,3,0.047750000000000015
87,1,0.03699999999999998
87,2,0.043999999999999984
87,3,0.04849999999999999
88,1,0.035499999999999976
88,2,0.04225000000000001
88,3,0.022249999999999992
89,1,0.033499999999999974
89,2,0.03649999999999998
89,3,0.024749999999999994
90,1,0.016000000000000014
90,2,0.017749999999999988
90,3,0.064
93,1,0.03125
93,2,0.033999999999999975
93,3,0.04049999999999998
94,1,0.03125
94,2,0.03425
94,3,0.028000000000000025
95,1,0.14125
95,2,0.05225000000000002
95,3,0.025500000000000023
96,1,0.023249999999999993
96,2,0.029500000000000026
96,3,0.137
97,1,0.02024999999999999
97,2,0.020000000000000018
97,3,0.04225000000000001
98,1,0.016500000000000015
98,2,0.019500000000000017
98,3,0.03999999999999998
99,1,0.028500000000000025
99,2,0.03325
99,3,0.03425
100,1,0.035250000000000004
100,2,0.03925000000000001
100,3,0.022249999999999992
101,1,0.023249999999999993
101,2,0.025249999999999995
101,3,0.04275000000000001
102,1,0.04125000000000001
102,2,0.049750000000000016
102,3,0.028749999999999998
103,1,0.032999999999999974
103,2,0.04049999999999998
103,3,0.022749999999999992
104,1,0.04025000000000001
104,2,0.04099999999999998
104,3,0.035999999999999976
105,1,0.025749999999999995
105,2,0.024749999999999994
105,3,0.08050000000000002
106,1,0.015500000000000014
106,2,0.017249999999999988
106,3,0.04075000000000001
107,1,0.05399999999999999
107,2,0.06225000000000003
107,3,0.049750000000000016
108,1,0.026249999999999996
108,2,0.024500000000000022
108,3,0.05349999999999999
111,1,0.02400000000000002
111,2,0.019500000000000017
111,3,0.03199999999999997
112,1,0.04149999999999998
112,2,0.05075000000000002
112,3,0.048750000000000016
113,1,0.03425
113,2,0.03875000000000001
113,3,0.03249999999999997
114,1,0.01924999999999999
114,2,0.022749999999999992
114,3,0.11649999999999999
115,1,0.055499999999999994
115,2,0.065
115,3,0.15125
116,1,0.019500000000000017
116,2,0.02300000000000002
116,3,0.07700000000000001
117,1,0.029249999999999998
117,2,0.03249999999999997
117,3,0.07850000000000001
118,1,0.03849999999999998
118,2,0.046750000000000014
118,3,0.035750000000000004
119,1,0.04849999999999999
119,2,0.04899999999999999
119,3,0.04175000000000001
120,1,0.045999999999999985
120,2,0.059250000000000025
120,3,0.04749999999999999
121,1,0.02300000000000002
121,2,0.026249999999999996
121,3,0.043999999999999984
122,1,0.07074999999999998
122,2,0.07974999999999999
122,3,0.03149999999999997
123,1,0.02024999999999999
123,2,0.02074999999999999
123,3,0.058750000000000024
124,1,0.027749999999999997
124,2,0.03325
124,3,0.05399999999999999
125,1,0.04199999999999998
125,2,0.04175000000000001
125,3,0.068
126,1,0.03075
126,2,0.03325
126,3,0.03149999999999997
127,1,0.035499999999999976
127,2,0.032999999999999974
127,3,0.04049999999999998
128,1,0.02100000000000002
128,2,0.023249999999999993
128,3,0.025000000000000022
129,1,0.023249999999999993
129,2,0.025249999999999995
129,3,0.04525000000000001
132,1,0.037250000000000005
132,2,0.04275000000000001
132,3,0.02350000000000002
136,1,0.019000000000000017
136,2,0.02100000000000002
136,3,0.02074999999999999
137,1,0.036250000000000004
137,2,0.03749999999999998
137,3,0.037750000000000006
138,1,0.01150000000000001
138,2,0.013000000000000012
138,3,0.06674999999999998
141,1,0.03149999999999997
141,2,0.03199999999999997
141,3,0.07800000000000001
145,1,0.04075000000000001
145,2,0.04075000000000001
145,3,0.028749999999999998
146,1,0.047250000000000014
146,2,0.05375000000000002
146,3,0.07550000000000001
147,1,0.02350000000000002
147,2,0.02350000000000002
147,3,0.025500000000000023
148,1,0.02400000000000002
148,2,0.03025
148,3,0.07150000000000001
149,1,0.028749999999999998
149,2,0.03475
149,3,0.027500000000000024
150,1,0.04075000000000001
150,2,0.04099999999999998
150,3,0.121
151,1,0.03899999999999998
151,2,0.03849999999999998
151,3,0.9655
152,1,0.01974999999999999
152,2,0.02124999999999999
152,3,0.04175000000000001
153,1,0.05249999999999999
153,2,0.045999999999999985
153,3,0.04125000000000001
154,1,0.02100000000000002
154,2,0.022749999999999992
154,3,0.08900000000000002
155,1,0.026500000000000024
155,2,0.03025
155,3,0.05275000000000002
156,1,0.030000000000000027
156,2,0.036750000000000005
156,3,0.033999999999999975
157,1,0.03225
157,2,0.03975000000000001
157,3,0.024500000000000022
158,1,0.03925000000000001
158,2,0.045499999999999985
158,3,0.06125000000000003
159,1,0.027000000000000024
159,2,0.027249999999999996
159,3,0.03249999999999997
160,1,0.03699999999999998
160,2,0.03849999999999998
160,3,0.030500000000000027
161,1,0.05099999999999999
161,2,0.057499999999999996
161,3,0.037250000000000005
162,1,0.02024999999999999
162,2,0.02200000000000002
162,3,0.0615
163,1,0.03899999999999998
163,2,0.036750000000000005
163,3,0.037750000000000006
164,1,0.027000000000000024
164,2,0.03075
164,3,0.05299999999999999
165,1,0.04225000000000001
165,2,0.04249999999999998
165,3,0.024249999999999994
166,1,0.029249999999999998
166,2,0.028249999999999997
166,3,0.028249999999999997
167,1,0.016500000000000015
167,2,0.019000000000000017
167,3,0.12275000000000003
168,1,0.04525000000000001
168,2,0.04575000000000001
168,3,0.14875
169,1,0.046999999999999986
169,2,0.05449999999999999
169,3,0.04749999999999999
170,1,0.04425000000000001
170,2,0.044499999999999984
170,3,0.02174999999999999
171,1,0.027249999999999996
171,2,0.033499999999999974
171,3,0.04249999999999998
172,1,0.03899999999999998
172,2,0.04149999999999998
172,3,0.025000000000000022
173,1,0.04949999999999999
173,2,0.046750000000000014
173,3,0.09575
174,1,0.04149999999999998
174,2,0.047750000000000015
174,3,0.029500000000000026
175,1,0.026500000000000024
175,2,0.02250000000000002
175,3,0.025500000000000023
176,1,0.02400000000000002
176,2,0.028500000000000025
176,3,0.05225000000000002
177,1,0.030500000000000027
177,2,0.030000000000000027
177,3,0.02124999999999999
178,1,0.03075
178,2,0.033999999999999975
178,3,0.03699999999999998
179,1,0.061
179,2,0.06874999999999998
179,3,0.025000000000000022
180,1,0.03125
180,2,0.029500000000000026
180,3,0.030000000000000027
181,1,0.04075000000000001
181,2,0.03649999999999998
181,3,0.030500000000000027
182,1,0.03249999999999997
182,2,0.03849999999999998
182,3,0.03125
183,1,0.030000000000000027
183,2,0.037750000000000006
183,3,0.047250000000000014
184,1,0.02300000000000002
184,2,0.027000000000000024
184,3,0.04425000000000001
185,1,0.057750000000000024
185,2,0.06125000000000003
185,3,0.02350000000000002
186,1,0.037250000000000005
186,2,0.04375000000000001
186,3,0.048750000000000016
187,1,0.03025
187,2,0.035250000000000004
187,3,0.048250000000000015
188,1,0.031000000000000028
188,2,0.03025
188,3,0.033499999999999974
189,1,0.035999999999999976
189,2,0.03975000000000001
189,3,0.061
190,1,0.01874999999999999
190,2,0.019000000000000017
190,3,0.032999999999999974
191,1,0.04049999999999998
191,2,0.045999999999999985
191,3,0.0685
192,1,0.028249999999999997
192,2,0.027249999999999996
192,3,0.028500000000000025
193,1,0.04799999999999999
193,2,0.044999999999999984
193,3,0.029500000000000026
